event_key,market,selection,current_line,current_price,open_line,open_price,line_move,price_move,latest_snapshot_ts
Miami Dolphins @ San Francisco 49ers,spread,home,-10.5,,-10.5,,0.0,,2026-07-09T21:12:54Z
Miami Dolphins @ San Francisco 49ers,total,over,46.5,-110,46.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Miami Dolphins @ San Francisco 49ers,total,under,46.5,-110,46.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Minnesota Vikings @ Chicago Bears,moneyline,away,,150,,150,,0.0,2026-07-09T21:12:54Z
Minnesota Vikings @ Chicago Bears,moneyline,home,,-180,,-180,,0.0,2026-07-09T21:12:54Z
Minnesota Vikings @ Chicago Bears,spread,home,-3.5,,-3.5,,0.0,,2026-07-09T21:12:54Z
Minnesota Vikings @ Chicago Bears,total,over,45.5,-110,45.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Minnesota Vikings @ Chicago Bears,total,under,45.5,-110,45.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Minnesota Vikings @ New Orleans Saints,moneyline,away,,-120,,-120,,0.0,2026-07-09T21:12:54Z
Minnesota Vikings @ New Orleans Saints,moneyline,home,,100,,100,,0.0,2026-07-09T21:12:54Z
Minnesota Vikings @ New Orleans Saints,spread,home,1.5,,1.5,,0.0,,2026-07-09T21:12:54Z
Minnesota Vikings @ New Orleans Saints,total,over,44.5,-110,44.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Minnesota Vikings @ New Orleans Saints,total,under,44.5,-110,44.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Minnesota Vikings @ Tampa Bay Buccaneers,moneyline,away,,105,,105,,0.0,2026-07-09T21:12:54Z
Minnesota Vikings @ Tampa Bay Buccaneers,moneyline,home,,-125,,-125,,0.0,2026-07-09T21:12:54Z
Minnesota Vikings @ Tampa Bay Buccaneers,spread,home,-1.5,,-1.5,,0.0,,2026-07-09T21:12:54Z
Minnesota Vikings @ Tampa Bay Buccaneers,total,over,44.5,-110,44.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Minnesota Vikings @ Tampa Bay Buccaneers,total,under,44.5,-110,44.5,-110,0.0,0.0,2026-07-09T21:12:54Z
New England Patriots @ Buffalo Bills,moneyline,away,,136,,136,,0.0,2026-07-09T21:12:54Z
New England Patriots @ Buffalo Bills,moneyline,home,,-162,,-162,,0.0,2026-07-09T21:12:54Z
New England Patriots @ Buffalo Bills,spread,home,-3.0,,-3.0,,0.0,,2026-07-09T21:12:54Z
New England Patriots @ Buffalo Bills,total,over,49.5,-110,49.5,-110,0.0,0.0,2026-07-09T21:12:54Z
New England Patriots @ Buffalo Bills,total,under,49.5,-110,49.5,-110,0.0,0.0,2026-07-09T21:12:54Z
New England Patriots @ Seattle Seahawks,moneyline,away,,160,,160,,0.0,2026-07-09T21:12:54Z
New England Patriots @ Seattle Seahawks,moneyline,home,,-192,,-192,,0.0,2026-07-09T21:12:54Z
New England Patriots @ Seattle Seahawks,spread,home,-3.5,,-3.5,,0.0,,2026-07-09T21:12:54Z
New England Patriots @ Seattle Seahawks,total,over,44.5,-110,44.5,-110,0.0,0.0,2026-07-09T21:12:54Z
New England Patriots @ Seattle Seahawks,total,under,44.5,-110,44.5,-110,0.0,0.0,2026-07-09T21:12:54Z
New Orleans Saints @ Baltimore Ravens,moneyline,away,,310,,310,,0.0,2026-07-09T21:12:54Z
New Orleans Saints @ Baltimore Ravens,moneyline,home,,-395,,-395,,0.0,2026-07-09T21:12:54Z
New Orleans Saints @ Baltimore Ravens,spread,home,-7.5,,-7.5,,0.0,,2026-07-09T21:12:54Z
New Orleans Saints @ Baltimore Ravens,total,over,46.5,-110,46.5,-110,0.0,0.0,2026-07-09T21:12:54Z
New Orleans Saints @ Baltimore Ravens,total,under,46.5,-110,46.5,-110,0.0,0.0,2026-07-09T21:12:54Z
New Orleans Saints @ Detroit Lions,moneyline,away,,260,,260,,0.0,2026-07-09T21:12:54Z
New Orleans Saints @ Detroit Lions,moneyline,home,,-325,,-325,,0.0,2026-07-09T21:12:54Z
New Orleans Saints @ Detroit Lions,spread,home,-7.0,,-7.0,,0.0,,2026-07-09T21:12:54Z
New Orleans Saints @ Detroit Lions,total,over,48.5,-115,48.5,-115,0.0,0.0,2026-07-09T21:12:54Z
New Orleans Saints @ Detroit Lions,total,under,48.5,-105,48.5,-105,0.0,0.0,2026-07-09T21:12:54Z
New York Giants @ Los Angeles Rams,moneyline,away,,320,,320,,0.0,2026-07-09T21:12:54Z
New York Giants @ Los Angeles Rams,moneyline,home,,-410,,-410,,0.0,2026-07-09T21:12:54Z
New York Giants @ Los Angeles Rams,spread,home,-9.5,,-9.5,,0.0,,2026-07-09T21:12:54Z
New York Giants @ Los Angeles Rams,total,over,47.5,-110,47.5,-110,0.0,0.0,2026-07-09T21:12:54Z
New York Giants @ Los Angeles Rams,total,under,47.5,-110,47.5,-110,0.0,0.0,2026-07-09T21:12:54Z
New York Giants @ Washington Commanders,moneyline,away,,114,,114,,0.0,2026-07-09T21:12:54Z
New York Giants @ Washington Commanders,moneyline,home,,-135,,-135,,0.0,2026-07-09T21:12:54Z
New York Giants @ Washington Commanders,spread,home,-2.5,,-2.5,,0.0,,2026-07-09T21:12:54Z
New York Giants @ Washington Commanders,total,over,48.5,-110,48.5,-110,0.0,0.0,2026-07-09T21:12:54Z
New York Giants @ Washington Commanders,total,under,48.5,-110,48.5,-110,0.0,0.0,2026-07-09T21:12:54Z
New York Jets @ Chicago Bears,moneyline,away,,310,,310,,0.0,2026-07-09T21:12:54Z
New York Jets @ Chicago Bears,moneyline,home,,-395,,-395,,0.0,2026-07-09T21:12:54Z
New York Jets @ Chicago Bears,spread,home,-8.5,,-8.5,,0.0,,2026-07-09T21:12:54Z
New York Jets @ Chicago Bears,total,over,45.5,-110,45.5,-110,0.0,0.0,2026-07-09T21:12:54Z
New York Jets @ Chicago Bears,total,under,45.5,-110,45.5,-110,0.0,0.0,2026-07-09T21:12:54Z
New York Jets @ Tennessee Titans,moneyline,away,,136,,136,,0.0,2026-07-09T21:12:54Z
New York Jets @ Tennessee Titans,moneyline,home,,-162,,-162,,0.0,2026-07-09T21:12:54Z
New York Jets @ Tennessee Titans,spread,home,-3.0,,-3.0,,0.0,,2026-07-09T21:12:54Z
New York Jets @ Tennessee Titans,total,over,39.5,-110,39.5,-110,0.0,0.0,2026-07-09T21:12:54Z
New York Jets @ Tennessee Titans,total,under,39.5,-110,39.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Philadelphia Eagles @ Jacksonville Jaguars,moneyline,away,,-130,,-130,,0.0,2026-07-09T21:12:54Z
Philadelphia Eagles @ Jacksonville Jaguars,moneyline,home,,110,,110,,0.0,2026-07-09T21:12:54Z
Philadelphia Eagles @ Jacksonville Jaguars,spread,home,1.5,,1.5,,0.0,,2026-07-09T21:12:54Z
Philadelphia Eagles @ Jacksonville Jaguars,total,over,43.5,-118,43.5,-118,0.0,0.0,2026-07-09T21:12:54Z
Philadelphia Eagles @ Jacksonville Jaguars,total,under,43.5,-102,43.5,-102,0.0,0.0,2026-07-09T21:12:54Z
Philadelphia Eagles @ Tennessee Titans,moneyline,away,,-218,,-218,,0.0,2026-07-09T21:12:54Z
Philadelphia Eagles @ Tennessee Titans,moneyline,home,,180,,180,,0.0,2026-07-09T21:12:54Z
Philadelphia Eagles @ Tennessee Titans,spread,home,4.5,,4.5,,0.0,,2026-07-09T21:12:54Z
Philadelphia Eagles @ Tennessee Titans,total,over,42.5,-110,42.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Philadelphia Eagles @ Tennessee Titans,total,under,42.5,-110,42.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Pittsburgh Steelers @ Cleveland Browns,moneyline,away,,-162,,-162,,0.0,2026-07-09T21:12:54Z
Pittsburgh Steelers @ Cleveland Browns,moneyline,home,,136,,136,,0.0,2026-07-09T21:12:54Z
Pittsburgh Steelers @ Cleveland Browns,spread,home,3.0,,3.0,,0.0,,2026-07-09T21:12:54Z
Pittsburgh Steelers @ Cleveland Browns,total,over,41.5,-110,41.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Pittsburgh Steelers @ Cleveland Browns,total,under,41.5,-110,41.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Pittsburgh Steelers @ New England Patriots,moneyline,away,,185,,185,,0.0,2026-07-09T21:12:54Z
Pittsburgh Steelers @ New England Patriots,moneyline,home,,-225,,-225,,0.0,2026-07-09T21:12:54Z
Pittsburgh Steelers @ New England Patriots,spread,home,-4.5,,-4.5,,0.0,,2026-07-09T21:12:54Z
Pittsburgh Steelers @ New England Patriots,total,over,43.5,-110,43.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Pittsburgh Steelers @ New England Patriots,total,under,43.5,-110,43.5,-110,0.0,0.0,2026-07-09T21:12:54Z
San Francisco 49ers @ Los Angeles Rams,moneyline,away,,145,,145,,0.0,2026-07-09T21:12:54Z
San Francisco 49ers @ Los Angeles Rams,moneyline,home,,-175,,-175,,0.0,2026-07-09T21:12:54Z
San Francisco 49ers @ Los Angeles Rams,spread,home,-3.0,,-3.0,,0.0,,2026-07-09T21:12:54Z
San Francisco 49ers @ Los Angeles Rams,total,over,48.5,-110,48.5,-110,0.0,0.0,2026-07-09T21:12:54Z
San Francisco 49ers @ Los Angeles Rams,total,under,48.5,-110,48.5,-110,0.0,0.0,2026-07-09T21:12:54Z
San Francisco 49ers @ Seattle Seahawks,moneyline,away,,164,,164,,0.0,2026-07-09T21:12:54Z
San Francisco 49ers @ Seattle Seahawks,moneyline,home,,-198,,-198,,0.0,2026-07-09T21:12:54Z
San Francisco 49ers @ Seattle Seahawks,spread,home,-3.5,,-3.5,,0.0,,2026-07-09T21:12:54Z
San Francisco 49ers @ Seattle Seahawks,total,over,48.5,-110,48.5,-110,0.0,0.0,2026-07-09T21:12:54Z
San Francisco 49ers @ Seattle Seahawks,total,under,48.5,-110,48.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Seattle Seahawks @ Arizona Cardinals,moneyline,away,,-485,,-485,,0.0,2026-07-09T21:12:54Z
Seattle Seahawks @ Arizona Cardinals,moneyline,home,,370,,370,,0.0,2026-07-09T21:12:54Z
Seattle Seahawks @ Arizona Cardinals,spread,home,10.0,,10.0,,0.0,,2026-07-09T21:12:54Z
Seattle Seahawks @ Arizona Cardinals,total,over,44.5,-110,44.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Seattle Seahawks @ Arizona Cardinals,total,under,44.5,-110,44.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Seattle Seahawks @ Denver Broncos,moneyline,away,,-130,,-130,,0.0,2026-07-09T21:12:54Z
Seattle Seahawks @ Denver Broncos,moneyline,home,,110,,110,,0.0,2026-07-09T21:12:54Z
Seattle Seahawks @ Denver Broncos,spread,home,1.5,,1.5,,0.0,,2026-07-09T21:12:54Z
Seattle Seahawks @ Denver Broncos,total,over,43.5,-110,43.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Seattle Seahawks @ Denver Broncos,total,under,43.5,-110,43.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Seattle Seahawks @ Washington Commanders,moneyline,away,,-198,,-198,,0.0,2026-07-09T21:12:54Z
Seattle Seahawks @ Washington Commanders,moneyline,home,,164,,164,,0.0,2026-07-09T21:12:54Z
Seattle Seahawks @ Washington Commanders,spread,home,3.5,,3.5,,0.0,,2026-07-09T21:12:54Z
Seattle Seahawks @ Washington Commanders,total,over,46.5,-110,46.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Seattle Seahawks @ Washington Commanders,total,under,46.5,-110,46.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Tampa Bay Buccaneers @ Cincinnati Bengals,moneyline,away,,164,,164,,0.0,2026-07-09T21:12:54Z
Tampa Bay Buccaneers @ Cincinnati Bengals,moneyline,home,,-198,,-198,,0.0,2026-07-09T21:12:54Z
Tampa Bay Buccaneers @ Cincinnati Bengals,spread,home,-3.5,,-3.5,,0.0,,2026-07-09T21:12:54Z
Tampa Bay Buccaneers @ Cincinnati Bengals,total,over,50.5,-115,50.5,-115,0.0,0.0,2026-07-09T21:12:54Z
Tampa Bay Buccaneers @ Cincinnati Bengals,total,under,50.5,-105,50.5,-105,0.0,0.0,2026-07-09T21:12:54Z
Tampa Bay Buccaneers @ Dallas Cowboys,moneyline,away,,170,,170,,0.0,2026-07-09T21:12:54Z
Tampa Bay Buccaneers @ Dallas Cowboys,moneyline,home,,-205,,-205,,0.0,2026-07-09T21:12:54Z
Tampa Bay Buccaneers @ Dallas Cowboys,spread,home,-3.5,,-3.5,,0.0,,2026-07-09T21:12:54Z
Tampa Bay Buccaneers @ Dallas Cowboys,total,over,52.5,-110,52.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Tampa Bay Buccaneers @ Dallas Cowboys,total,under,52.5,-110,52.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Tennessee Titans @ Baltimore Ravens,moneyline,away,,310,,310,,0.0,2026-07-09T21:12:54Z
Tennessee Titans @ Baltimore Ravens,moneyline,home,,-395,,-395,,0.0,2026-07-09T21:12:54Z
Tennessee Titans @ Baltimore Ravens,spread,home,-8.5,,-8.5,,0.0,,2026-07-09T21:12:54Z
Tennessee Titans @ Baltimore Ravens,total,over,47.5,-110,47.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Tennessee Titans @ Baltimore Ravens,total,under,47.5,-110,47.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Tennessee Titans @ New York Giants,moneyline,away,,150,,150,,0.0,2026-07-09T21:12:54Z
Tennessee Titans @ New York Giants,moneyline,home,,-180,,-180,,0.0,2026-07-09T21:12:54Z
Tennessee Titans @ New York Giants,spread,home,-3.0,,-3.0,,0.0,,2026-07-09T21:12:54Z
Tennessee Titans @ New York Giants,total,over,45.5,-110,45.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Tennessee Titans @ New York Giants,total,under,45.5,-110,45.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Washington Commanders @ Dallas Cowboys,moneyline,away,,170,,170,,0.0,2026-07-09T21:12:54Z
Washington Commanders @ Dallas Cowboys,moneyline,home,,-205,,-205,,0.0,2026-07-09T21:12:54Z
Washington Commanders @ Dallas Cowboys,spread,home,-4.5,,-4.5,,0.0,,2026-07-09T21:12:54Z
Washington Commanders @ Dallas Cowboys,total,over,51.5,-110,51.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Washington Commanders @ Dallas Cowboys,total,under,51.5,-110,51.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Washington Commanders @ Philadelphia Eagles,moneyline,away,,195,,195,,0.0,2026-07-09T21:12:54Z
Washington Commanders @ Philadelphia Eagles,moneyline,home,,-238,,-238,,0.0,2026-07-09T21:12:54Z
Washington Commanders @ Philadelphia Eagles,spread,home,-5.5,,-5.5,,0.0,,2026-07-09T21:12:54Z
Washington Commanders @ Philadelphia Eagles,total,over,46.5,-110,46.5,-110,0.0,0.0,2026-07-09T21:12:54Z
Washington Commanders @ Philadelphia Eagles,total,under,46.5,-110,46.5,-110,0.0,0.0,2026-07-09T21:12:54Z
